artist_spotify,track_spotify,lastfm_url,listeners,playcount,tags
beabadoobee,the perfect pair,https://www.last.fm/music/beabadoobee/_/the+perfect+pair,1397767,28038240,"Bossa Nova, bedroom pop, chillout, Love, dream pop"
Belén Aguilera,ANTAGONISTA,https://www.last.fm/music/Bel%C3%A9n+Aguilera/_/ANTAGONISTA,34777,521401,
Ado,Usseewa,https://www.last.fm/music/Ado/_/Usseewa,243840,2767991,"j-pop, angst, fire, syudou, A Artist"
Rasel,"Agüita (feat. Keen Levy, Demarco Flamenco)","https://www.last.fm/music/Rasel/_/Ag%C3%BCita+(feat.+Keen+Levy,+Demarco+Flamenco)",704,2386,
Javi Medina,Con Poco,https://www.last.fm/music/Javi+Medina/_/Con+Poco,498,1925,
Juanlu Montoya,Arrebato De Amor,https://www.last.fm/music/juanlu+montoya/_/Arrebato+de+Amor,1437,5822,
Black Eyed Peas,DON'T YOU WORRY,https://www.last.fm/music/Black+Eyed+Peas/_/DON%27T+YOU+WORRY,151268,795997,
Sebastian Yatra,Contigo,https://www.last.fm/music/Sebastian+Yatra/_/Contigo,13815,89012,
Beret,El día menos pensado,https://www.last.fm/music/beret/_/El+d%C3%ADa+menos+pensado,8394,54957,
Tate McRae,she's all i wanna be,https://www.last.fm/music/Tate+McRae/_/she%27s+all+i+wanna+be,543901,7092134,"pop, punk, pop rock, power pop, female vocalist"
Lizzo,About Damn Time,https://www.last.fm/music/Lizzo/_/About+Damn+Time,725073,7011778,
Morat,París,https://www.last.fm/music/Morat/_/Par%C3%ADs,49162,633941,
Nyno Vargas,Fuera de Mi (feat. José Alma),https://www.last.fm/music/Nyno+Vargas/_/Fuera+de+Mi+(feat.+Jos%C3%A9+Alma),570,2146,
BTS,Run BTS,https://www.last.fm/music/BTS/_/Run+BTS,554137,42027291,"Kpop, rap, ily, energy, Confident"
Carlos Vives,Canción Bonita,https://www.last.fm/music/Carlos+Vives/_/Canci%C3%B3n+Bonita,37234,181808,
Laufey,Falling Behind,https://www.last.fm/music/Laufey/_/Falling+Behind,1037072,16176118,"cool, jazz, indie pop, chill, hot"
Tiësto,10:35,https://www.last.fm/music/Ti%C3%ABsto/_/10:35,463992,4358939,"EDM, House, electro house, dance, tech house"
BLACKPINK,Shut Down,https://www.last.fm/music/BLACKPINK/_/Shut+Down,696588,20838232,"pop, k-pop, hip hop, rap, vocal"
Alok,Deep Down (feat. Never Dull),https://www.last.fm/music/Alok/_/Deep+Down+(feat.+Never+Dull),314838,2114715,
Kany García,DPM (De Pxta Madre),https://www.last.fm/music/Kany+Garc%C3%ADa/_/DPM+(De+Pxta+Madre),12735,83950,
Stray Kids,"TASTE (Lee Know, Hyunjin, Felix)","https://www.last.fm/music/Stray+Kids/_/TASTE+(Lee+Know,+Hyunjin,+Felix)",165203,4686151,
Måneskin,THE LONELIEST,https://www.last.fm/music/M%C3%A5neskin/_/THE+LONELIEST,353675,4520743,"rock, Ballad, alternative rock, alt rock, italian"
Laufey,Valentine,https://www.last.fm/music/Laufey/_/Valentine,843779,12402591,"jazz, Love, chill, indie, Olivia"
Conan Gray,People Watching,https://www.last.fm/music/Conan+Gray/_/People+Watching,735668,13369383,"indie, folk, indie pop, pop, romantic lyrics"
Hadrian,No Me Rajo,https://www.last.fm/music/Hadrian/_/No+Me+Rajo,2277,18596,
Tate McRae,uh oh,https://www.last.fm/music/Tate+McRae/_/uh+oh,254917,3171288,"female vocalist, pop, vocal, rnb, contemporary rnb"
Luck Ra,Ya No Vuelvas (Versión Cuarteto),https://www.last.fm/music/Luck+Ra/_/Ya+No+Vuelvas+(Versi%C3%B3n+Cuarteto),31763,269919,
PEDRO SAMPAIO,"DANÇARINA (feat. Nicky Jam, MC Pedrinho) - Remix","https://www.last.fm/music/PEDRO+SAMPAIO/_/DAN%C3%87ARINA+(feat.+Nicky+Jam,+MC+Pedrinho)+-+Remix",77641,651927,
Camila Cabello,Don't Go Yet,https://www.last.fm/music/Camila+Cabello/_/Don%27t+Go+Yet,329777,4047740,
Cigarettes After Sex,Pistol,https://www.last.fm/music/Cigarettes+After+Sex/_/Pistol,486990,5009824,"Love, rock, pop, indie pop, alternative rock"
Jung Kook,Stay Alive (Prod. SUGA of BTS),https://www.last.fm/music/Jung+Kook/_/Stay+Alive+(Prod.+SUGA+of+BTS),387299,45489627,"jungkook, bts, ost, pop, Kpop"
Stray Kids,Charmer,https://www.last.fm/music/Stray+Kids/_/Charmer,215309,4796207,"k-pop, Kpop, Korean, -, funk"
Felix Jaehn,Call It Love,https://www.last.fm/music/Felix+Jaehn/_/Call+It+Love,140511,1094856,
Taylor Swift,Mastermind,https://www.last.fm/music/Taylor+Swift/_/Mastermind,739753,18642928,"pop, synthpop, female vocalists, electropop, overrated"
BLACKPINK,Shut Down,https://www.last.fm/music/BLACKPINK/_/Shut+Down,696588,20838232,"pop, k-pop, hip hop, rap, vocal"
NAYEON,POP!,https://www.last.fm/music/NAYEON/_/POP%21,615490,12414825,"k-pop, pop pop pop, vocal, pop, Queen"
TINI,Fantasi,https://www.last.fm/music/Tini/_/Fantasi,36853,420439,
Taylor Swift,Bejeweled,https://www.last.fm/music/Taylor+Swift/_/Bejeweled,870519,23841693,"pop, 2022, female vocalists, synthpop, bubblegum pop"
PSY,That That (prod.&feat. SUGA of BTS),https://www.last.fm/music/Psy/_/That+That+(prod.&feat.+SUGA+of+BTS),272160,2715433,"fire, Hard, hype, k-pop party, ya niga"
BLACKPINK,Typa Girl,https://www.last.fm/music/BLACKPINK/_/Typa+Girl,474221,10448153,"k-pop, pop, Hip-Hop, hip hop, pop rap"
Kendrick Lamar,Die Hard,https://www.last.fm/music/Kendrick+Lamar/_/Die+Hard,1014477,15171568,"rnb, rap, pop rap, Neo-Soul, west coast hip hop"
Kany García,Justito a Tiempo,https://www.last.fm/music/Kany+Garc%C3%ADa/_/Justito+a+Tiempo,3921,19751,
Teddy Swims,dose,https://www.last.fm/music/Teddy+Swims/_/dose,29403,126703,
Isaac Hale,Use Somebody,https://www.last.fm/music/Isaac+Hale/_/Use+Somebody,9374,24132,
NewJeans,Hype Boy,https://www.last.fm/music/NewJeans/_/Hype+Boy,843314,26533613,"k-pop, Kpop, future bass, rnb, dance-pop"
Omah Lay,understand,https://www.last.fm/music/Omah+Lay/_/Understand,81974,627349,
Jung Kook,My You,https://www.last.fm/music/Jung+Kook/_/My+You,263594,11742239,"this song is for mia, dara own this"
Bossa Bros,...Baby One More Time,https://www.last.fm/music/Bossa+Bros/_/...Baby+One+More+Time,5487,17902,
Greeicy,Lejos Conmigo,https://www.last.fm/music/Greeicy/_/Lejos+Conmigo,11520,58139,
Alesso,Words (feat. Zara Larsson),https://www.last.fm/music/Alesso/_/Words+(feat.+Zara+Larsson),248069,2118196,
Sabrina Carpenter,Read your Mind,https://www.last.fm/music/Sabrina+Carpenter/_/Read+your+Mind,661903,11721236,"pop, dance, dance pop, female vocalists, Disco"
Taylor Swift,Lavender Haze,https://www.last.fm/music/Taylor+Swift/_/Lavender+Haze,1032516,27280661,"pop, synthpop, overrated, dream pop, electropop"
Lojay,Monalisa,https://www.last.fm/music/LoJay/_/Monalisa,107358,936754,
Ayra Starr,Rush,https://www.last.fm/music/Ayra+Starr/_/Rush,183507,1743862,
Fuerza Regida,Billete Grande (En Vivo),https://www.last.fm/music/Fuerza+Regida/_/Billete+Grande+(En+Vivo),66281,717755,
Bossa Nova Covers,Rolling in the Deep,https://www.last.fm/music/Bossa+Nova+Covers/_/Rolling+in+the+Deep,9172,29508,
Eve St. Jones,All Night Long (all Night),https://www.last.fm/music/Eve+St.+Jones/_/All+Night+Long+(all+Night),5777,19799,
Bossa Bros,Hotel California,https://www.last.fm/music/Bossa+Bros/_/Hotel+California,5668,18198,
Jax Jones,Where Did You Go? (feat. MNEK),https://www.last.fm/music/Jax+Jones/_/Where+Did+You+Go%3F+(feat.+MNEK),154376,997754,
Morat,506,https://www.last.fm/music/Morat/_/506,42367,537844,
RADWIMPS,Suzume,https://www.last.fm/music/RADWIMPS/_/Suzume,182826,1968567,
Greeicy,Los Besos,https://www.last.fm/music/Greeicy/_/Los+Besos,17980,121419,
AURORA,Cure For Me,https://www.last.fm/music/Aurora/_/Cure+For+Me,424632,5181546,"electropop, mystical, medieval, pop, synthpop"
Silvestre Dangond,Cásate Conmigo,https://www.last.fm/music/Silvestre+Dangond/_/C%C3%A1sate+Conmigo,23763,124033,
Ed Sheeran,Celestial,https://www.last.fm/music/Ed+Sheeran/_/Celestial,152969,1117900,
Kany García,Agüita e Coco,https://www.last.fm/music/Kany+Garc%C3%ADa/_/Ag%C3%BCita+e+Coco,5837,34809,
Anitta,Envolver,https://www.last.fm/music/Anitta/_/Envolver,388103,8454272,
imase,NIGHT DANCER,https://www.last.fm/music/imase/_/Night+Dancer,343419,3587442,"lidarrDanielAnderson, vocal, danceable, happy, fav"
Taylor Swift,Vigilante Shit,https://www.last.fm/music/Taylor+Swift/_/Vigilante+Shit,804704,17496026,"pop, dark pop, synthpop, overrated, Colleen Hoover"
Cali Y El Dandee,Un Tiempo,https://www.last.fm/music/Cali+Y+El+Dandee/_/Un+Tiempo,3559,22477,
Jin,The Astronaut,https://www.last.fm/music/Jin/_/The+Astronaut,315190,99758319,"jin, Coldplay, bts, RM, Korean"
AURORA,Everything Matters,https://www.last.fm/music/Aurora/_/Everything+Matters,178525,1755401,
Sabrina Carpenter,Tornado Warnings,https://www.last.fm/music/Sabrina+Carpenter/_/Tornado+Warnings,431655,7265036,"female vocalist, pop, female vocalists, soft rock, folk"
Connor Kauffman,Bleed,https://www.last.fm/music/Connor+Kauffman/_/Bleed,112599,1075422,
Lizzo,2 Be Loved (Am I Ready),https://www.last.fm/music/Lizzo/_/2+Be+Loved+(Am+I+Ready),313197,2872825,
Hadrian,Niño De Oro,https://www.last.fm/music/Hadrian/_/Ni%C3%B1o+De+Oro,3417,25166,
Danny Ocean,Tú no me conoces,https://www.last.fm/music/Danny+Ocean/_/T%C3%BA+no+me+conoces,24788,165257,
LE SSERAFIM,ANTIFRAGILE,https://www.last.fm/music/LE+SSERAFIM/_/ANTIFRAGILE,850104,23808215,"k-pop, Reggaeton, Korean, Kpop, neoperreo"
Ofenbach,Wasted Love (feat. Lagique),https://www.last.fm/music/Ofenbach/_/Wasted+Love+(feat.+Lagique),139615,790987,
Beyoncé,BREAK MY SOUL,https://www.last.fm/music/Beyonc%C3%A9/_/BREAK+MY+SOUL,728308,13031806,"House, pop, dance, dance-pop, 2022"
i-dle,TOMBOY,https://www.last.fm/music/i-dle/_/TOMBOY,143537,648608,k-pop
ATEEZ,HALAZIA,https://www.last.fm/music/ATEEZ/_/HALAZIA,210761,5731596,"Kpop, hala hala hala hala halazia, k-pop, Korean, changed my life"
IVE,After LIKE,https://www.last.fm/music/IVE/_/After+LIKE,637062,17948948,"k-pop, Disco, WSUM 91.7 FM Madison, Kpop, Pop Court with manda m"
BIBI,BIBI Vengeance,https://www.last.fm/music/Bibi/_/BIBI+Vengeance,363763,4606081,"bad bitch, wonderful music, neoperreo, Reggaeton, watch me sing"
IVE,LOVE DIVE,https://www.last.fm/music/IVE/_/LOVE+DIVE,587170,18499335,"k-pop, electropop, ive, synthpop, dance-pop"
TINI,La Loto,https://www.last.fm/music/Tini/_/La+Loto,98859,1263251,
BLACKPINK,Pink Venom,https://www.last.fm/music/BLACKPINK/_/Pink+Venom,747022,25429900,"k-pop, Hip-Hop, Kpop, pop, snap"
Stray Kids,VENOM,https://www.last.fm/music/Stray+Kids/_/VENOM,189713,3908436,
Olivia Dean,Wish I Didn't Miss You - Mahogany Sessions,https://www.last.fm/music/Olivia+Dean/_/Wish+I+Didn%27t+Miss+You+-+Mahogany+Sessions,41390,171792,
Fuerza Regida,Mi Terre CLN,https://www.last.fm/music/Fuerza+Regida/_/Mi+Terre+CLN,41996,566838,
imase,NIGHT DANCER,https://www.last.fm/music/imase/_/Night+Dancer,343419,3587442,"lidarrDanielAnderson, vocal, danceable, happy, fav"
Stray Kids,CIRCUS,https://www.last.fm/music/Stray+Kids/_/CIRCUS,126988,2515582,
Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),https://www.last.fm/music/Doja+Cat/_/Vegas+(From+the+Original+Motion+Picture+Soundtrack+ELVIS),645279,6433074,"rap, 2022, Soundtrack, Hip-Hop, Elvis Presley"
Bossa Nova Covers,Here Comes the Sun,https://www.last.fm/music/Bossa+Nova+Covers/_/Here+Comes+the+Sun,3124,8535,
Omah Lay,i'm a mess,https://www.last.fm/music/Omah+Lay/_/i%27m+a+mess,44655,263678,
Sabrina Carpenter,emails i can’t send,https://www.last.fm/music/Sabrina+Carpenter/_/emails+i+can%E2%80%99t+send,600116,9379651,"Ballad, pop, intro, Wes, all pop"
Camilo,De Adentro Pa Afuera,https://www.last.fm/music/Camilo/_/De+Adentro+Pa+Afuera,5849,38467,
Pablo Cepeda,Shivers,https://www.last.fm/music/Pablo+Cepeda/_/Shivers,2746,8653,
Natanael Cano,AMG,https://www.last.fm/music/Natanael+Cano/_/AMG,145133,2476588,
Morat,Santa Fe,https://www.last.fm/music/Morat/_/Santa+Fe,12323,125251,
Ado,New Genesis,https://www.last.fm/music/Ado/_/New+Genesis,162689,2082010,
Pablo Cepeda,My Girl,https://www.last.fm/music/Pablo+Cepeda/_/My+Girl,2447,8069,
Ela Taubert,¿Cómo Es Que Tú?,https://www.last.fm/music/Ela+Taubert/_/%C2%BFC%C3%B3mo+Es+Que+T%C3%BA%3F,5751,36576,
NewJeans,Cookie,https://www.last.fm/music/NewJeans/_/Cookie,639724,15187572,"footwork, k-pop, pop, rnb, Kpop"
Carlos Vives,Baloncito Viejo,https://www.last.fm/music/Carlos+Vives/_/Baloncito+Viejo,11494,54455,
mgk,maybe (feat. Bring Me The Horizon),https://www.last.fm/music/mgk/_/maybe+(feat.+Bring+Me+The+Horizon),150655,1244765,
Kygo,Dancing Feet (feat. DNCE),https://www.last.fm/music/Kygo/_/Dancing+Feet+(feat.+DNCE),127680,756141,
Fireboy DML,Peru,https://www.last.fm/music/Fireboy+DML/_/Peru,197984,1512809,
LE SSERAFIM,FEARLESS,https://www.last.fm/music/LE+SSERAFIM/_/FEARLESS,482683,11341442,"Kpop, k-pop, 2022, pop, Korean"
Hotel Ugly,I Think I Left the Stove On,https://www.last.fm/music/Hotel+Ugly/_/I+Think+I+Left+the+Stove+On,553164,3980845,"WSUM 91.7 FM Madison, bangers and mash"
Alok,All By Myself,https://www.last.fm/music/Alok/_/All+By+Myself,119037,670206,
Ado,Backlight,https://www.last.fm/music/Ado/_/Backlight,147515,2118903,"j-pop, rock, anime ost, J-rock, one piece"
Pablo Cepeda,Cold Heart,https://www.last.fm/music/Pablo+Cepeda/_/Cold+Heart,3007,9331,
Sarah Menescal,Clocks,https://www.last.fm/music/Sarah+Menescal/_/Clocks,3063,11256,
Sofía Reyes,Casualidad,https://www.last.fm/music/Sof%C3%ADa+Reyes/_/Casualidad,15715,87356,
i-dle,Nxde,https://www.last.fm/music/i-dle/_/Nxde,143364,682829,k-pop
Ofenbach,Head Shoulders Knees & Toes (feat. Norma Jean Martine),https://www.last.fm/music/Ofenbach/_/Head+Shoulders+Knees+&+Toes+(feat.+Norma+Jean+Martine),145093,1023557,
Ado,Odo,https://www.last.fm/music/Ado/_/Odo,155332,2032191,"j-pop, japanese, J-rock, electro, art pop"
Ado,Readymade,https://www.last.fm/music/Ado/_/Readymade,89736,1069458,
BTS,For Youth,https://www.last.fm/music/BTS/_/For+Youth,267791,17532045,"bts, k-pop, Ballad, Korean, Kpop"
PinkPantheress,Take Me Home,https://www.last.fm/music/PinkPantheress/_/Take+me+home,523764,5170790,"indie, electronic, synthpop, Drum and bass, dnb"
Taylor Swift,Question...?,https://www.last.fm/music/Taylor+Swift/_/Question...%3F,700159,15926145,"pop, singer-songwriter, electronic, synthpop, dream pop"
Stray Kids,"Drive (Bang Chan, Lee Know)","https://www.last.fm/music/Stray+Kids/_/Drive+(Bang+Chan,+Lee+Know)",88366,1523622,
P!nk,Never Gonna Not Dance Again,https://www.last.fm/music/P%21nk/_/Never+Gonna+Not+Dance+Again,120106,738748,
Ai Higuchi,Akuma no Ko,https://www.last.fm/music/Ai+Higuchi/_/Akuma+no+Ko,100441,921627,
benny blanco,Bad Decisions (with BTS & Snoop Dogg),https://www.last.fm/music/benny+blanco/_/Bad+Decisions+(with+BTS+&+Snoop+Dogg),322713,19742840,"bts, pop, Korean, pop rap, 2022"
SEVENTEEN,HOT,https://www.last.fm/music/Seventeen/_/HOT,334796,8206630,"k-pop, Korean, Kpop, dance, BG"
B.I,BTBT,https://www.last.fm/music/B.I/_/BTBT,220971,3905076,
ENHYPEN,Polaroid Love,https://www.last.fm/music/ENHYPEN/_/Polaroid+Love,425515,8480123,"k-pop, easy listening, cute, 2022, bts music"
BLACKPINK,Hard to Love,https://www.last.fm/music/BLACKPINK/_/Hard+To+Love,352309,9406514,
VOILÀ,Therapy,https://www.last.fm/music/VOIL%C3%80/_/Therapy,65282,665412,
Miley Cyrus,Like a Prayer - Live,https://www.last.fm/music/Miley+Cyrus/_/Like+a+Prayer+-+Live,86253,619007,
ATEEZ,Guerrilla,https://www.last.fm/music/ATEEZ/_/Guerrilla,237207,5664855,"k-pop, Korean, hype, Kpop, guerrilla"
Junior H,COLOGNE,https://www.last.fm/music/Junior+H/_/COLOGNE,57613,1321937,
Fonseca,En Vivo y En Directo,https://www.last.fm/music/Fonseca/_/En+Vivo+y+En+Directo,3145,22461,
Laufey,Fragile,https://www.last.fm/music/Laufey/_/Fragile,428179,5656137,"singalong, jazz, lounge, soul, orchestral"
ENHYPEN,Future Perfect (Pass the MIC),https://www.last.fm/music/ENHYPEN/_/Future+Perfect+(Pass+the+Mic),279132,5970984,"Korean, k-pop, bop, Kpop, bomba"
Stray Kids,Maknae On Top (I.N),https://www.last.fm/music/Stray+Kids/_/Maknae+On+Top+(I.N),99032,1552121,
Pheelz,Finesse,https://www.last.fm/music/Pheelz/_/Finesse,83457,694000,
aespa,Black Mamba,https://www.last.fm/music/aespa/_/Black+Mamba,497462,9185544,"electropop, Kpop, electronic, pop, k-pop"
Natanael Cano,Brillo,https://www.last.fm/music/Natanael+Cano/_/Brillo,47161,684238,
Music Travel Love,Let Her Go,https://www.last.fm/music/Music+Travel+Love/_/Let+Her+Go,8230,32809,
Greeicy,Los Consejos,https://www.last.fm/music/Greeicy/_/Los+Consejos,9870,71375,
Milky Chance,Synchronize,https://www.last.fm/music/Milky+Chance/_/Synchronize,122129,782971,
Junior H,El Hijo Mayor,https://www.last.fm/music/Junior+H/_/El+Hijo+Mayor,55747,749021,
Reefer Tym,Feeling For You,https://www.last.fm/music/Reefer+Tym/_/Feeling+for+You,13214,36997,
Stray Kids,"3RACHA (Bang Chan, Changbin, HAN)","https://www.last.fm/music/Stray+Kids/_/3RACHA+(Bang+Chan,+Changbin,+Han)",119653,2387238,
NewJeans,Hurt,https://www.last.fm/music/NewJeans/_/Hurt,570721,13216828,"k-pop, bedroom pop, pop, rnb, contemporary rnb"
Fonseca,2005,https://www.last.fm/music/Fonseca/_/2005,9486,47966,
ILLENIUM,All That Really Matters - Stripped Version,https://www.last.fm/music/Illenium/_/All+That+Really+Matters+-+Stripped+Version,6952,27669,
Camila Cabello,Hasta Los Dientes,https://www.last.fm/music/Camila+Cabello/_/Hasta+Los+Dientes,77246,1209433,
Grupo Marca Registrada,El Rescate,https://www.last.fm/music/Grupo+Marca+Registrada/_/El+Rescate,62737,716157,
Calum Scott,Biblical,https://www.last.fm/music/Calum+Scott/_/Biblical,35478,269235,
j-hope,MORE,https://www.last.fm/music/j-hope/_/MORE,355321,89933153,"rock, bts, Hip-Hop, alt-rock, k-pop"
Kany García,Me Quedo Sola,https://www.last.fm/music/Kany+Garc%C3%ADa/_/Me+Quedo+Sola,2166,11762,
j-hope,Arson,https://www.last.fm/music/j-hope/_/Arson,346973,42817869,"90s hip-hop, Hip-Hop, Horrorcore, Grunge, hip hop"
TWICE,Talk that Talk,https://www.last.fm/music/TWICE/_/Talk+that+Talk,528728,12791088,"k-pop, dance-pop, 2022, Korean, K bops"
Djo,On and On,https://www.last.fm/music/Djo/_/On+and+On,117650,1043628,"synthpop, alternative, Neo-Psychedelia, indie pop"
Benson Boone,ROOM FOR 2,https://www.last.fm/music/Benson+Boone/_/ROOM+FOR+2,88201,535786,
Yung Gravy,C’est La Vie (with bbno$ & Rich Brian),https://www.last.fm/music/Yung+Gravy/_/C%E2%80%99est+La+Vie+(with+bbno$+&+Rich+Brian),226870,2028016,"rap, hip hop, fun, badass, the movie begins"
Pablo Cepeda,The Lazy Song,https://www.last.fm/music/Pablo+Cepeda/_/The+Lazy+Song,2237,6545,
Morat,Salir Con Vida,https://www.last.fm/music/Morat/_/Salir+Con+Vida,46687,550807,
Sabrina Carpenter,Fast Times,https://www.last.fm/music/Sabrina+Carpenter/_/Fast+Times,486232,7757431,"pop, indie pop, rnb, yacht rock, female vocalists"
Ofenbach,Hurricane,https://www.last.fm/music/Ofenbach/_/Hurricane,83189,542072,
Fuerza Regida,Igualito a Mi Apá,https://www.last.fm/music/Fuerza+Regida/_/Igualito+a+Mi+Ap%C3%A1,69773,1030199,
Talking Heads,Psycho Killer,https://www.last.fm/music/Talking+Heads/_/Psycho+Killer,1069423,5933165,"new wave, 80s, post-punk, rock, alternative"
"Grover Washington, Jr.",Just the Two of Us,"https://www.last.fm/music/Grover+Washington,+Jr./_/Just+The+Two+Of+Us",507455,2766499,"Smooth Jazz, jazz, soul, saxophone, love songs"
Ellie Goulding,Lights - Sped Up Version,https://www.last.fm/music/Ellie+Goulding/_/Lights+-+Sped+Up+Version,173451,1108952,
Beyoncé,AMERICA HAS A PROBLEM,https://www.last.fm/music/Beyonc%C3%A9/_/AMERICA+HAS+A+PROBLEM,647592,12164538,"House, dance, pop rap, miami bass, electronic"
TOMORROW X TOGETHER,Good Boy Gone Bad,https://www.last.fm/music/TOMORROW+X+TOGETHER/_/Good+Boy+Gone+Bad,345853,13366184,"Pop Court with manda m, WSUM 91.7 FM Madison, rock, hip hop, TOMORROW X TOGETHER"
Ado,Gira Gira,https://www.last.fm/music/Ado/_/Gira+Gira,69227,852230,
Stray Kids,Deep end (Felix),https://www.last.fm/music/Stray+Kids/_/Deep+end+(Felix),77867,2151414,
Primer,Feel the Way I Do,https://www.last.fm/music/Primer/_/FEEL+THE+WAY+I+DO,26520,147773,
Sabrina Carpenter,decode,https://www.last.fm/music/Sabrina+Carpenter/_/decode,329784,5132641,"pop, easy listening, folk, indie, female vocalists"
LE SSERAFIM,Blue Flame,https://www.last.fm/music/LE+SSERAFIM/_/Blue+Flame,364013,8179342,"k-pop, Kpop, funktronica, pop, 2022"
Stray Kids,"Up All Night (Bang Chan, Changbin, Felix, Seungmin)","https://www.last.fm/music/Stray+Kids/_/Up+All+Night+(Bang+Chan,+Changbin,+Felix,+Seungmin)",72329,1080992,
Grupo Origen,Cabron Yo Puedo,https://www.last.fm/music/Grupo+Origen/_/Cabron+Yo+Puedo,11336,56232,
Ado,I’m invincible,https://www.last.fm/music/Ado/_/I%E2%80%99m+invincible,82269,880678,
Lizzo,2 Be Loved (Am I Ready),https://www.last.fm/music/Lizzo/_/2+Be+Loved+(Am+I+Ready),313197,2872825,
Sabrina Carpenter,bet u wanna,https://www.last.fm/music/Sabrina+Carpenter/_/bet+u+wanna,386497,5283944,"dance-pop, contemporary rnb, female vocalist, pop, rnb"
Stray Kids,SUPER BOARD,https://www.last.fm/music/Stray+Kids/_/SUPER+BOARD,111362,1948767,
Sabrina Carpenter,Already Over,https://www.last.fm/music/Sabrina+Carpenter/_/Already+Over,424975,6502078,"folk pop, country pop, country, my top songs, female vocalist"
Luis R Conriquez,El Gavilán,https://www.last.fm/music/Luis+R+Conriquez/_/El+Gavil%C3%A1n,70423,790207,
BTS,Spring Day,https://www.last.fm/music/BTS/_/Spring+Day,618115,21945628,"bts, k-pop, Kpop, Korean, jin"
Peso Pluma,Siempre Pendientes,https://www.last.fm/music/Peso+Pluma/_/Siempre+Pendientes,55867,615616,
Ha*Ash,Lo Que un Hombre Debería Saber,https://www.last.fm/music/Ha%2AAsh/_/Lo+Que+un+Hombre+Deber%C3%ADa+Saber,12935,81904,
Hadrian,Sin Mentir,https://www.last.fm/music/Hadrian/_/Sin+Mentir,587,4718,
Fireboy DML,Playboy,https://www.last.fm/music/Fireboy+DML/_/Playboy,40024,301336,
Los Gemelos De Sinaloa,No Le Aflojo,https://www.last.fm/music/Los+Gemelos+De+Sinaloa/_/No+Le+Aflojo,36082,314142,
Sports,Baby Baby,https://www.last.fm/music/Sports/_/Baby+Baby,293791,1652696,
Natanael Cano,Morritas,https://www.last.fm/music/Natanael+Cano/_/Morritas,35933,482960,
ENHYPEN,Blessed-Cursed,https://www.last.fm/music/ENHYPEN/_/Blessed-Cursed,271212,6624169,"luanco, k-pop, Kpop, Korean, 2022"
VOILÀ,Drinking with Cupid,https://www.last.fm/music/VOIL%C3%80/_/Drinking+with+Cupid,73148,772862,
Ado,Tot Musica,https://www.last.fm/music/Ado/_/Tot+Musica,121455,1909628,
Benson Boone,Better Alone,https://www.last.fm/music/Benson+Boone/_/Better+Alone,44068,264183,
SAULT,Envious,https://www.last.fm/music/Sault/_/Envious,138514,479036,
