artist_spotify,track_spotify,lastfm_url,listeners,playcount,tags
Anuel AA,BRRR,https://www.last.fm/music/Anuel+AA/_/Brrr,17609,239608,
Maria Becerra,AUTOMÁTICO,https://www.last.fm/music/Maria+Becerra/_/AUTOM%C3%81TICO,81378,938052,
Feid,Ferxxo 100,https://www.last.fm/music/Feid/_/Ferxxo+100,113800,1720842,
Romeo Santos,Sus Huellas,https://www.last.fm/music/Romeo+Santos/_/Sus+Huellas,25776,154517,
Paulo Londra,Plan A,https://www.last.fm/music/Paulo+Londra/_/Plan+A,98981,1230507,
SAIKO,Polaris,https://www.last.fm/music/Saiko/_/Polaris,14729,198733,
Liz,A Dormir Juntitos - 2022 Remastered,https://www.last.fm/music/LIZ/_/A+Dormir+Juntitos+-+2022+Remastered,11757,40084,
Duki,Amor Bipolar,https://www.last.fm/music/Duki/_/amor+bipolar,31761,353423,
Anuel AA,Del Kilo,https://www.last.fm/music/Anuel+AA/_/Del+Kilo,20180,159353,
Standly,Pégate,https://www.last.fm/music/Standly/_/P%C3%A9gate,101977,980189,
Khaled,Si Tu Te Vas,https://www.last.fm/music/Khaled/_/Si+Tu+Te+Vas,9734,73532,
Daviles de Novelda,La Musiquita,https://www.last.fm/music/Daviles+de+Novelda/_/La+Musiquita,3811,17696,
BM,M.A (Mejores Amigos),https://www.last.fm/music/BM/_/M.A+(Mejores+Amigos),25055,213342,
Rauw Alejandro,LOKERA,https://www.last.fm/music/Rauw+Alejandro/_/LOKERA,306394,3933786,Reggaeton
Jorge Drexler,Tocarte,https://www.last.fm/music/Jorge+Drexler/_/Tocarte,58497,458056,
Alvaro Soler,A Contracorriente,https://www.last.fm/music/Alvaro+Soler/_/A+Contracorriente,14147,94709,
Omar Courtz,"Paola ""Asesinos""",https://www.last.fm/music/Omar+Courtz/_/Paola+%22Asesinos%22,7375,61384,
JC Reyes,Coronamos,https://www.last.fm/music/JC+Reyes/_/Coronamos,9296,68636,
Dei V,Matricula,https://www.last.fm/music/Dei+V/_/Matricula,18362,147239,
Luar La L,Designer,https://www.last.fm/music/Luar+La+L/_/Designer,2743,25243,
Hanzel La H,Randy Johnson,https://www.last.fm/music/Hanzel+La+H/_/Randy+Johnson,5610,76902,
Rvfv,Aquí Sigo,https://www.last.fm/music/Rvfv/_/Aqu%C3%AD+Sigo,4460,19982,
Christian Nodal,Ya No Somos Ni Seremos,https://www.last.fm/music/Christian+Nodal/_/Ya+No+Somos+Ni+Seremos,64424,581222,
Mora,LINDOR,https://www.last.fm/music/Mora/_/LINDOR,21559,248607,
Bad Gyal,Tremendo Culón,https://www.last.fm/music/Bad+Gyal/_/Tremendo+Cul%C3%B3n,25261,284671,
El Alfa,Curazao,https://www.last.fm/music/El+Alfa/_/Curazao,57639,403117,
Akon,I Wanna Love You - Remix,https://www.last.fm/music/Akon/_/I+Wanna+Love+You+-+Remix,5505,17070,
Kaio Viana,Formosa - Remix,https://www.last.fm/music/Kaio+Viana/_/Formosa+-+Remix,13410,109893,
paopao,algo así (remix),https://www.last.fm/music/PaoPao/_/algo+as%C3%AD+(remix),26379,312431,
Guitarricadelafuente,Ya mi mama me decía,https://www.last.fm/music/Guitarricadelafuente/_/Ya+mi+mama+me+dec%C3%ADa,17950,156505,
Camilo,Pegao,https://www.last.fm/music/Camilo/_/Pegao,21177,117614,
Omar Montes,Patio de la Cárcel - Tangos,https://www.last.fm/music/Omar+Montes/_/Patio+de+la+C%C3%A1rcel+-+Tangos,7280,47739,
Ryan Castro,Mujeriego,https://www.last.fm/music/Ryan+Castro/_/Mujeriego,147022,1256787,
HUGEL,Marianela (Que Pasa),https://www.last.fm/music/Hugel/_/Marianela+(Que+Pasa),68225,351214,
Myke Towers,Luces De Neón,https://www.last.fm/music/Myke+Towers/_/Luces+De+Ne%C3%B3n,19370,128796,
Anuel AA,Vibra,https://www.last.fm/music/Anuel+AA/_/Vibra,19139,95986,
Tiago PZK,Salimo de Noche,https://www.last.fm/music/Tiago+PZK/_/Salimo+de+Noche,83144,1053609,
Anuel AA,Las Jordan,https://www.last.fm/music/Anuel+AA/_/Las+Jordan,11434,125000,
Kidd Keo,Sucio Guapo,https://www.last.fm/music/KIDD+KEO/_/Sucio+Guapo,18025,194741,
Duki,Si Quieren Frontear,https://www.last.fm/music/Duki/_/Si+Quieren+Frontear,63397,899267,
Feid,Si Te La Encuentras Por Ahí,https://www.last.fm/music/Feid/_/Si+te+la+encuentras+por+ah%C3%AD,73291,887282,
Maria Becerra,AUTOMÁTICO,https://www.last.fm/music/Maria+Becerra/_/AUTOM%C3%81TICO,81378,938052,
KAROL G,CAIRO,https://www.last.fm/music/KAROL+G/_/CAIRO,138121,1462984,
Feid,Feliz Cumpleaños Ferxxo,https://www.last.fm/music/Feid/_/Feliz+Cumplea%C3%B1os+Ferxxo,222817,3113796,
Bizarrap,"Residente: Bzrp Music Sessions, Vol. 49/66","https://www.last.fm/music/Bizarrap/_/Residente:+Bzrp+Music+Sessions,+Vol.+49%2F66",3216,6749,
Haze,Luces Azules,https://www.last.fm/music/Haze/_/Luces+Azules,249,1280,
Gordo,Hombres y Mujeres,https://www.last.fm/music/Gordo/_/Hombres+y+Mujeres,42959,374281,
Anuel AA,Teteo,https://www.last.fm/music/Anuel+AA/_/Teteo,8889,96671,
OMAY,Mil Febreros,https://www.last.fm/music/OMAY/_/Mil+Febreros,2661,9090,
Romeo Santos,El Pañuelo,https://www.last.fm/music/Romeo+Santos/_/El+Pa%C3%B1uelo,105137,667777,
YOVNGCHIMI,Glizzy Walk 2.5,https://www.last.fm/music/YOVNGCHIMI/_/Glizzy+Walk+2.5,19139,222700,
Feid,California,https://www.last.fm/music/Feid/_/California,40101,474013,
Daddy Yankee,BOMBÓN,https://www.last.fm/music/Daddy+Yankee/_/BOMB%C3%93N,53563,289502,
Hades66,LUKEANDO,https://www.last.fm/music/Hades66/_/LUKEANDO,10606,134961,
WOS,ARRANCÁRMELO,https://www.last.fm/music/Wos/_/ARRANC%C3%81RMELO,46645,430449,
JC Reyes,Coronamos,https://www.last.fm/music/JC+Reyes/_/Coronamos,9296,68636,
Bad Gyal,Real G,https://www.last.fm/music/Bad+Gyal/_/Real+G,34260,338349,
Cano,No Te Vayas,https://www.last.fm/music/Cano/_/No+Te+Vayas,1341,8292,
Eladio Carrion,Caras Vemos,https://www.last.fm/music/Eladio+Carrion/_/Caras+Vemos,18239,200754,
Eladio Carrion,Si la Calle Llama,https://www.last.fm/music/Eladio+Carrion/_/Si+la+Calle+Llama,20302,199253,
Prince Royce,Te Espero - feat. Maria Becerra,https://www.last.fm/music/Prince+Royce/_/Te+Espero+-+feat.+Maria+Becerra,12338,70464,
Rvfv,Diferente 2.0,https://www.last.fm/music/Rvfv/_/Diferente+2.0,4111,18376,
Rauw Alejandro,PUNTO 40,https://www.last.fm/music/Rauw+Alejandro/_/PUNTO+40,160596,2071483,
Becky G,AMANTES,https://www.last.fm/music/Becky+G/_/AMANTES,15084,93361,
Luar La L,Print,https://www.last.fm/music/Luar+La+L/_/Print,2827,29034,
Alberto Toral,Ya Te Olvidé,https://www.last.fm/music/Alberto+Toral/_/Ya+Te+Olvid%C3%A9,596,3618,
Mora,CALENTÓN,https://www.last.fm/music/Mora/_/CALENT%C3%93N,41225,642946,
Rvfv,Habiba,https://www.last.fm/music/Rvfv/_/Habiba,10246,54100,
Anuel AA,Nosotros,https://www.last.fm/music/Anuel+AA/_/Nosotros,13272,215035,
Young Miko,Riri,https://www.last.fm/music/Young+Miko/_/Riri,138321,1388029,
Omar Courtz,Baby Schai,https://www.last.fm/music/Omar+Courtz/_/Baby+Schai,5218,39848,
Justin Quiles,AEIOU,https://www.last.fm/music/Justin+Quiles/_/AEIOU,21118,101720,
Guitarricadelafuente,Mil y una noches,https://www.last.fm/music/Guitarricadelafuente/_/Mil+y+Una+Noches,16120,163026,
Omar Courtz,LOS DUEÑOS DE LA CALLE,https://www.last.fm/music/Omar+Courtz/_/LOS+DUE%C3%91OS+DE+LA+CALLE,12593,108710,
Dei V,Flavorz (Freestyle),https://www.last.fm/music/Dei+V/_/Flavorz+(Freestyle),3062,20863,
HUGEL,El Sueno,https://www.last.fm/music/Hugel/_/El+Sueno,26437,111939,
SAIKO,Crystal,https://www.last.fm/music/Saiko/_/Crystal,4939,51850,
Kidd Keo,Mucho Tiempo,https://www.last.fm/music/KIDD+KEO/_/Mucho+Tiempo,14810,142863,
YSY A,CÓMO CHILLA ELLA,https://www.last.fm/music/Ysy+A/_/C%C3%93MO+CHILLA+ELLA,59695,707954,
Cano,Un Amor De Locos,https://www.last.fm/music/Cano/_/Un+Amor+De+Locos,1472,8213,
J Abecia,Zafiro,https://www.last.fm/music/J+Abecia/_/Zafiro,1375,11460,
KAROL G,GATÚBELA,https://www.last.fm/music/KAROL+G/_/GAT%C3%9ABELA,136424,1395200,
Yango,Dale Perreo,https://www.last.fm/music/yango/_/Dale+Perreo,260,671,
Rvfv,No Quiero Amor,https://www.last.fm/music/Rvfv/_/No+Quiero+Amor,6237,37648,
Galvan Real,Nos damos la vida,https://www.last.fm/music/Galvan+Real/_/Nos+damos+la+vida,586,2899,
Frankie Ruiz,Tú Me Vuelves Loco,https://www.last.fm/music/Frankie+Ruiz/_/T%C3%BA+Me+Vuelves+Loco,38988,146921,
Prince Royce,Si Te Preguntan... - feat. Nicky Jam & Jay Wheeler,https://www.last.fm/music/Prince+Royce/_/Si+Te+Preguntan...+-+feat.+Nicky+Jam+&+Jay+Wheeler,7008,32733,
Tiago PZK,Traductor,https://www.last.fm/music/Tiago+PZK/_/Traductor,48860,465842,
Beéle,Barranquilla Bajo Cero,https://www.last.fm/music/Be%C3%A9le/_/Barranquilla+Bajo+Cero,14240,85528,
Lunay,Nuevo,https://www.last.fm/music/Lunay/_/Nuevo,27174,323295,
Paulo Londra,Plan A,https://www.last.fm/music/Paulo+Londra/_/Plan+A,98981,1230507,
Frankie Ruiz,Mi Libertad,https://www.last.fm/music/Frankie+Ruiz/_/Mi+Libertad,53806,190796,
Anuel AA,Si Tu Me Busca,https://www.last.fm/music/Anuel+AA/_/Si+Tu+Me+Busca,15741,112317,
ROSALÍA,DELIRIO DE GRANDEZA,https://www.last.fm/music/ROSAL%C3%8DA/_/DELIRIO+DE+GRANDEZA,280967,3109349,
La Santa Grifa,Tocame,https://www.last.fm/music/La+Santa+Grifa/_/Tocame,62316,757748,
Anuel AA,Nosotros,https://www.last.fm/music/Anuel+AA/_/Nosotros,13272,215035,
Daddy Yankee,X ÚLTIMA VEZ,https://www.last.fm/music/Daddy+Yankee/_/X+%C3%9ALTIMA+VEZ,122086,979687,
Eladio Carrion,Gladiador,https://www.last.fm/music/Eladio+Carrion/_/Gladiador,12759,127117,
Andy Rivera,Te Perdí,https://www.last.fm/music/Andy+Rivera/_/Te+Perd%C3%AD,5171,25437,
Feid,Castigo,https://www.last.fm/music/Feid/_/Castigo,51223,607759,
Danny Ocean,Volare,https://www.last.fm/music/Danny+Ocean/_/Volare,60636,446507,
Romeo Santos,Ayúdame,https://www.last.fm/music/Romeo+Santos/_/Ay%C3%BAdame,10431,61302,
Omar Montes,Patio de la Cárcel - Tangos,https://www.last.fm/music/Omar+Montes/_/Patio+de+la+C%C3%A1rcel+-+Tangos,7280,47739,
ROSALÍA,CANDY - Remix,https://www.last.fm/music/ROSAL%C3%8DA/_/CANDY+-+Remix,119746,893137,
Haze,La Reina,https://www.last.fm/music/Haze/_/La+Reina,453,3200,
Anuel AA,Coroné,https://www.last.fm/music/Anuel+AA/_/Coron%C3%A9,5658,57130,
Emilia,intoxicao,https://www.last.fm/music/Emilia/_/intoxicao,62633,649103,
Feid,Belixe,https://www.last.fm/music/Feid/_/Belixe,44056,510407,
Duki,Celosa,https://www.last.fm/music/Duki/_/celosa,27349,307068,
La Negra Flores,Asi Es Mi Vida,https://www.last.fm/music/La+Negra+Flores/_/Asi+Es+Mi+Vida,175,599,
Kabasaki,Turbulencias,https://www.last.fm/music/kabasaki/_/Turbulencias,4896,38460,
Raul Clyde,Sobrenatural,https://www.last.fm/music/Raul+Clyde/_/Sobrenatural,2691,24368,
Judeline,ZAHARA,https://www.last.fm/music/JUDELINE/_/ZAHARA,20964,242318,
Lola Indigo,DISCOTEKA,https://www.last.fm/music/Lola+Indigo/_/DISCOTEKA,35937,498265,
Marc Seguí,Agua Salada,https://www.last.fm/music/Marc+Segu%C3%AD/_/Agua+Salada,5242,33589,
Dani MDR,Cara Bonita,https://www.last.fm/music/Dani+MDR/_/Cara+Bonita,479,2337,
Myke Towers,ULALA (OOH LA LA),https://www.last.fm/music/Myke+Towers/_/ULALA+(OOH+LA+LA),40557,235796,
Mora,COSITAS,https://www.last.fm/music/Mora/_/COSITAS,23953,239526,
Rvfv,Metamorfosis,https://www.last.fm/music/Rvfv/_/Metamorfosis,2511,15073,
Mora,ORO ROSADO,https://www.last.fm/music/Mora/_/ORO+ROSADO,20700,212068,
Paulo Londra,Nublado,https://www.last.fm/music/Paulo+Londra/_/Nublado,26332,306590,
Pablo Alborán,Ave de paso (con Ana Mena),https://www.last.fm/music/Pablo+Albor%C3%A1n/_/Ave+de+paso+(con+Ana+Mena),5756,38022,
Cano,To' Lo Cura El Tiempo,https://www.last.fm/music/Cano/_/To%27+Lo+Cura+El+Tiempo,746,3739,
J Abecia,Mi Niña Guapa,https://www.last.fm/music/J+Abecia/_/Mi+Ni%C3%B1a+Guapa,284,2628,
JC Reyes,34 Amor y Mafia REMIX,https://www.last.fm/music/JC+Reyes/_/34+Amor+y+Mafia+REMIX,12348,78799,
Ankhal,SI PEPE (REMIX),https://www.last.fm/music/Ankhal/_/Si+Pepe+(Remix),8847,75262,
La T y La M,Pa' la Selección,https://www.last.fm/music/La+T+y+la+M/_/Pa%27+la+Selecci%C3%B3n,14226,53557,
Arce,Tinder,https://www.last.fm/music/Arce/_/Tinder,2651,16535,
Romeo Santos,Me Extraño,https://www.last.fm/music/Romeo+Santos/_/Me+Extra%C3%B1o,23308,127000,
Carmen DeLeon,Bésame Bonito,https://www.last.fm/music/Carmen+DeLeon/_/B%C3%A9same+Bonito,5967,49634,
Ovi,Muévelo Lento,https://www.last.fm/music/Ovi/_/Mu%C3%A9velo+Lento,4061,24883,
Tiago PZK,Nos Comemos (feat. Ozuna),https://www.last.fm/music/Tiago+PZK/_/Nos+Comemos+(feat.+Ozuna),42398,308680,
Anuel AA,Sufro,https://www.last.fm/music/Anuel+AA/_/Sufro,14797,132697,
JC Reyes,Mi Suerte,https://www.last.fm/music/JC+Reyes/_/Mi+Suerte,1500,7445,
Frankie Ruiz,La Cura,https://www.last.fm/music/Frankie+Ruiz/_/La+Cura,61620,256648,
Eladio Carrion,Que Cojones,https://www.last.fm/music/Eladio+Carrion/_/Que+Cojones,18713,201351,
JC Reyes,34 Amor y Mafia REMIX,https://www.last.fm/music/JC+Reyes/_/34+Amor+y+Mafia+REMIX,12348,78799,
Alex Rose,Me Fije,https://www.last.fm/music/Alex+Rose/_/Me+Fije,36668,284870,
Anuel AA,Brother,https://www.last.fm/music/Anuel+AA/_/Brother,20934,248297,
Rvfv,No Me Quiere Ver - ft. Javiielo,https://www.last.fm/music/Rvfv/_/No+Me+Quiere+Ver+-+ft.+Javiielo,1736,4812,
Frank Louis,Piensame,https://www.last.fm/music/Frank+Louis/_/Piensame,2351,20457,
Mora,EIVISSA,https://www.last.fm/music/Mora/_/EIVISSA,20286,209709,
Eladio Carrion,Carta a Dios,https://www.last.fm/music/Eladio+Carrion/_/Carta+a+Dios,10189,99359,
Marc Anthony,Pa'lla Voy,https://www.last.fm/music/Marc+Anthony/_/Pa%27lla+Voy,18536,83811,
Feid,Quemando Calorías,https://www.last.fm/music/Feid/_/Quemando+Calor%C3%ADas,32563,378489,
Eladio Carrion,Si Lo Puedes Soñar,https://www.last.fm/music/Eladio+Carrion/_/Si+Lo+Puedes+So%C3%B1ar,9790,78221,
YOVNGCHIMI,Baby Father,https://www.last.fm/music/YOVNGCHIMI/_/Baby+Father,14825,129508,
Trueno,TIERRA ZANTA,https://www.last.fm/music/Trueno/_/TIERRA+ZANTA,31266,247292,
Zion & Lennox,Brisa,https://www.last.fm/music/Zion+&+Lennox/_/Brisa,22027,117251,
Seguí,AM a PM,https://www.last.fm/music/Segu%C3%AD/_/AM+a+PM,6546,48981,
Mora,TU SABES DONDE VIVO,https://www.last.fm/music/Mora/_/TU+SABES+DONDE+VIVO,18809,180138,
Maluma,Mojando Asientos (feat. Feid),https://www.last.fm/music/Maluma/_/Mojando+Asientos+(feat.+Feid),58086,609534,
Omar Courtz,Amandita,https://www.last.fm/music/Omar+Courtz/_/Amandita,19535,131193,
Blessd,Barrio Antioquia,https://www.last.fm/music/Blessd/_/Barrio+Antioquia,7155,72307,
Arcángel,La Ruta,https://www.last.fm/music/Arc%C3%A1ngel/_/La+Ruta,18842,203680,
Damas Gratis,Costumbres - Vivo,https://www.last.fm/music/Damas+Gratis/_/Costumbres+-+Vivo,22528,149464,
Arcángel,Bottas,https://www.last.fm/music/Arc%C3%A1ngel/_/Bottas,30281,314176,
ROSALÍA,DIABLO,https://www.last.fm/music/ROSAL%C3%8DA/_/DIABLO,311428,4822892,
Trueno,BUENOS AIRES EN LLAMAS,https://www.last.fm/music/Trueno/_/BUENOS+AIRES+EN+LLAMAS,18117,154659,
Ozuna,Hey Mor,https://www.last.fm/music/Ozuna/_/Hey+Mor,208857,2153757,
Camilo,Ambulancia,https://www.last.fm/music/Camilo/_/Ambulancia,19187,136794,
Liderj,Yo quiero,https://www.last.fm/music/Liderj/_/Yo+quiero,587,2376,
Reggi El Autentico,Tas Bella,https://www.last.fm/music/Reggi+El+Autentico/_/Tas+Bella,3171,15715,
rusowsky,pikito,https://www.last.fm/music/Rusowsky/_/pikito,33496,327017,
Feid,Aguante,https://www.last.fm/music/Feid/_/Aguante,32209,368409,
El Alfa,Los Aparatos,https://www.last.fm/music/El+Alfa/_/LOS+APARATOS,95894,642154,
Facundo Majdalani,Pegao,https://www.last.fm/music/Facundo+Majdalani/_/Pegao,5483,42045,
Maluma,Junio,https://www.last.fm/music/Maluma/_/Junio,35746,226235,
Romeo Santos,Boomerang,https://www.last.fm/music/Romeo+Santos/_/Boomerang,10873,61282,
Chris Lebron,Desde Mis Ojos,https://www.last.fm/music/Chris+Lebron/_/Desde+Mis+Ojos,7825,49223,
Emilia,cuatro veinte,https://www.last.fm/music/Emilia/_/cuatro+veinte,57084,590325,
Anuel AA,Si Yo Me Muero,https://www.last.fm/music/Anuel+AA/_/Si+Yo+Me+Muero,14321,142128,
Arcángel,JS4E,https://www.last.fm/music/Arc%C3%A1ngel/_/JS4E,17903,142353,
HUGEL,Aguila (feat. Cumbiafrica),https://www.last.fm/music/Hugel/_/Aguila+(feat.+Cumbiafrica),30343,120300,
ROSALÍA,CHICKEN TERIYAKI,https://www.last.fm/music/ROSAL%C3%8DA/_/CHICKEN+TERIYAKI,410481,5545115,
Black Eyed Peas,MUEVELO,https://www.last.fm/music/Black+Eyed+Peas/_/MUEVELO,11095,35844,
Trueno,PANAMA,https://www.last.fm/music/Trueno/_/PANAMA,32730,242997,
India Martinez,5 SENTÍOS,https://www.last.fm/music/India+Martinez/_/5+SENT%C3%8DOS,2552,13800,
John Pollõn,Chocolate,https://www.last.fm/music/John+Poll%C3%B5n/_/Chocolate,2080,14637,
Galvan Real,La Distancia,https://www.last.fm/music/Galvan+Real/_/La+Distancia,278,1522,
Yan Block,M10s,https://www.last.fm/music/Yan+Block/_/M10s,6732,86010,
Frankie Ruiz,La Rueda,https://www.last.fm/music/Frankie+Ruiz/_/La+Rueda,49216,152470,
Sebastian Yatra,TBT,https://www.last.fm/music/Sebastian+Yatra/_/TBT,29218,193441,
Los Ángeles Azules,Otra Noche,https://www.last.fm/music/Los+%C3%81ngeles+Azules/_/Otra+Noche,56886,462137,
Becky G,FULANITO,https://www.last.fm/music/Becky+G/_/Fulanito,87061,652309,
LATIN MAFIA,Sal rosa,https://www.last.fm/music/Latin+mafia/_/Sal+rosa,38525,471097,
Anuel AA,Mercedes Tintia,https://www.last.fm/music/Anuel+AA/_/Mercedes+Tintia,24724,201230,
Tokischa,Sistema De Patio,https://www.last.fm/music/Tokischa/_/Sistema+De+Patio,65954,320352,
La Joaqui,Butakera,https://www.last.fm/music/La+Joaqui/_/Butakera,55945,486605,
Anuel AA,Contra la Corriente,https://www.last.fm/music/Anuel+AA/_/Contra+La+Corriente,6913,87448,
Rochy RD,Los Illuminaty,https://www.last.fm/music/Rochy+RD/_/Los+Illuminaty,13630,89032,
Ganges,Pensar en Ti,https://www.last.fm/music/Ganges/_/Pensar+en+Ti,10823,76626,
Eladio Carrion,Friends,https://www.last.fm/music/Eladio+Carrion/_/Friends,13406,132851,
LATIN MAFIA,Continuo Atardecer,https://www.last.fm/music/Latin+mafia/_/Continuo+Atardecer,45830,506849,
Rels B,No Sabe Igual,https://www.last.fm/music/Rels+B/_/No+Sabe+Igual,29796,224361,
Banda MS de Sergio Lizárraga,Ojos Cerrados,https://www.last.fm/music/Banda+MS+De+Sergio+Liz%C3%A1rraga/_/Ojos+Cerrados,33183,207921,
Lauty Gram,Vida Gangster,https://www.last.fm/music/Lauty+Gram/_/Vida+Gangster,25093,162519,
Oscu,Numero 1,https://www.last.fm/music/Oscu/_/Numero+1,28590,268422,
Luar La L,Side Bitch - Remix,https://www.last.fm/music/Luar+La+L/_/Side+Bitch+-+Remix,3276,28128,
Anuel AA,Tu Lo Sabes,https://www.last.fm/music/Anuel+AA/_/Tu+Lo+Sabes,5929,62843,
Feid,Malibu,https://www.last.fm/music/Feid/_/Malibu,39168,511912,
Kenia Os,Malas Decisiones,https://www.last.fm/music/Kenia+Os/_/Malas+Decisiones,120096,2300019,
Boza,Ella,https://www.last.fm/music/Boza/_/Ella,31143,207104,
Blessd,Quien TV Remix,https://www.last.fm/music/Blessd/_/Quien+TV+Remix,19347,159721,
Ingratax,París,https://www.last.fm/music/Ingratax/_/Par%C3%ADs,75562,415117,
Jhosy,Aurora - Remix,https://www.last.fm/music/Jhosy/_/Aurora+-+Remix,3991,18054,
Kenny Die,Tu para Mi,https://www.last.fm/music/Kenny+Die/_/Tu+para+Mi,6944,39403,
Mora,MALAFAMA,https://www.last.fm/music/Mora/_/MALAFAMA,16058,145056,
Peces Raros,Cicuta - Remix,https://www.last.fm/music/Peces+Raros/_/Cicuta+-+Remix,26002,221789,
Mora,TU AMIGO,https://www.last.fm/music/Mora/_/TU+AMIGO,19920,197780,
Paulo Londra,Ella,https://www.last.fm/music/Paulo+Londra/_/Ella,12767,116889,
Eladio Carrion,Hp Freestyle,https://www.last.fm/music/Eladio+Carrion/_/Hp+Freestyle,15181,154460,
Maná,Te Lloré Un Río,https://www.last.fm/music/Man%C3%A1/_/Te+llor%C3%A9+un+r%C3%ADo,72727,323245,
Mora,AIRBNB,https://www.last.fm/music/Mora/_/AIRBNB,26098,213716,
Yan Block,SLM,https://www.last.fm/music/Yan+Block/_/SLM,4575,34226,
LIT killah,La Trampa es Ley,https://www.last.fm/music/Lit+Killah/_/La+Trampa+es+Ley,41684,488815,
Elvis Crespo,Pegadito Suavecito,https://www.last.fm/music/Elvis+Crespo/_/Pegadito+Suavecito,7871,36941,
Rels B,FLEXXX,https://www.last.fm/music/Rels+B/_/FLEXXX,17630,133224,
Feid,XQ Te Pones Así,https://www.last.fm/music/Feid/_/XQ+Te+Pones+As%C3%AD,29621,320442,
Yan Block,50/50,https://www.last.fm/music/Yan+Block/_/50%2F50,4822,36850,
Daddy Yankee,HOT,https://www.last.fm/music/Daddy+Yankee/_/hot,50626,270030,
Luar La L,Mention,https://www.last.fm/music/Luar+La+L/_/Mention,3207,23695,
Luar La L,Sistema,https://www.last.fm/music/Luar+La+L/_/Sistema,1631,10838,
Piso 21,Felices Perdidos,https://www.last.fm/music/Piso+21/_/Felices+Perdidos,12472,56578,
Marc Anthony,Mala,https://www.last.fm/music/Marc+Anthony/_/Mala,12216,61614,
Anuel AA,Mintiendo,https://www.last.fm/music/Anuel+AA/_/Mintiendo,6746,63587,
De La Ghetto,Loco Por Perrearte - Remix,https://www.last.fm/music/De+La+Ghetto/_/Loco+Por+Perrearte+-+Remix,38495,271998,
Anuel AA,1ro,https://www.last.fm/music/Anuel+AA/_/1ro,8725,107618,
Mora,QSY,https://www.last.fm/music/Mora/_/QSY,16072,151466,
Arcángel,JS4E,https://www.last.fm/music/Arc%C3%A1ngel/_/JS4E,17903,142353,
ELENA ROSE,Bayamón,https://www.last.fm/music/Elena+Rose/_/Bayam%C3%B3n,9159,37652,
KAROL G,La Vida Es Una (From Puss in Boots: The Last Wish),https://www.last.fm/music/KAROL+G/_/La+Vida+Es+Una+(From+Puss+in+Boots:+The+Last+Wish),31053,207852,
Maria Becerra,OJALÁ,https://www.last.fm/music/Maria+Becerra/_/Ojal%C3%A1,47877,515034,
LIT killah,La Trampa es Ley,https://www.last.fm/music/Lit+Killah/_/La+Trampa+es+Ley,41684,488815,
Anuel AA,Hoodie,https://www.last.fm/music/Anuel+AA/_/Hoodie,10090,93277,
Feid,Lady Mi Amor,https://www.last.fm/music/Feid/_/Lady+Mi+Amor,34927,375766,
Paulo Londra,Party en el Barrio (feat. Duki),https://www.last.fm/music/Paulo+Londra/_/Party+en+el+Barrio+(feat.+Duki),36968,429769,
Hades66,NLE,https://www.last.fm/music/Hades66/_/NLE,5431,66188,
Trueno,Hood - Remix,https://www.last.fm/music/Trueno/_/Hood+-+Remix,27351,248096,
Anuel AA,Diamantes en Mis Dientes,https://www.last.fm/music/Anuel+AA/_/Diamantes+en+mis+dientes,11093,120966,
Zion & Lennox,Berlin,https://www.last.fm/music/Zion+&+Lennox/_/Berlin,28253,220430,
Milo j,1708,https://www.last.fm/music/Milo+j/_/1708,13505,108649,
Romeo Santos,Mar,https://www.last.fm/music/Romeo+Santos/_/Mar,7158,36991,
Feid,La Pasamos CXBRXN,https://www.last.fm/music/Feid/_/La+Pasamos+CXBRXN,29385,251964,
Jay Wheeler,No Confío,https://www.last.fm/music/Jay+Wheeler/_/No+Conf%C3%ADo,16111,83934,
Maria Becerra,LA NENA DE ARGENTINA,https://www.last.fm/music/Maria+Becerra/_/La+nena+de+Argentina,41432,405969,
Manuel Medrano,No Sé Si Salga El Sol - Remix,https://www.last.fm/music/Manuel+Medrano/_/No+S%C3%A9+Si+Salga+El+Sol+-+Remix,11894,62391,
Pablito Pesadilla,BABY OTAKU,https://www.last.fm/music/Pablito+Pesadilla/_/BABY+OTAKU,49269,321094,
El Alfa,Ma Nigga,https://www.last.fm/music/El+Alfa/_/Ma+Nigga,22749,91403,
Mora,LEJOS DE TI,https://www.last.fm/music/Mora/_/LEJOS+DE+TI,17764,162387,
Frankie Ruiz,Quiero Llenarte,https://www.last.fm/music/Frankie+Ruiz/_/Quiero+Llenarte,19355,55227,
Amenazzy,Rulay,https://www.last.fm/music/Amenazzy/_/Rulay,4190,29089,
Los G4,De La Nada,https://www.last.fm/music/Los+G4/_/De+La+Nada,5010,28019,
Junior H,Extssy Model,https://www.last.fm/music/Junior+H/_/Extssy+Model,92297,1611687,
Bomba Estéreo,Me Duele,https://www.last.fm/music/Bomba+Est%C3%A9reo/_/Me+Duele,37026,152845,
Wisin & Yandel,Vapor,https://www.last.fm/music/Wisin+&+Yandel/_/Vapor,24978,142624,
Romeo Santos,Sus Huellas,https://www.last.fm/music/Romeo+Santos/_/Sus+Huellas,25776,154517,
Crazy Design,Guanguan,https://www.last.fm/music/Crazy+Design/_/Guanguan,8594,32662,
Emilia,intoxicao,https://www.last.fm/music/Emilia/_/intoxicao,62633,649103,
Casper Magico,Presidentes Muertos,https://www.last.fm/music/Casper+Magico/_/Presidentes+Muertos,7597,72689,
