track,genero,tags
#BrooklynBloodPop!,indie,tiktokcore
#BrooklynBloodPop!,indie,tiktokcore
#BrooklynBloodPop!,indie,hyperpop
#BrooklynBloodPop!,indie,hyperpop
#BrooklynBloodPop!,indie,electronic
#BrooklynBloodPop!,indie,pop
#BrooklynBloodPop!,indie,pop
#BrooklynBloodPop!,indie,electronic
#BrooklynBloodPop!,indie,alternative
#BrooklynBloodPop!,indie,alternative
"= (Equal Sign)",pop,rap
"= (Equal Sign)",pop,"hip hop"
"= (Equal Sign)",pop,Hip-Hop
"00:00 (Zero O'Clock)",pop,bts
"00:00 (Zero O'Clock)",pop,"min yoongi"
"00:00 (Zero O'Clock)",pop,Korean
"00:00 (Zero O’Clock)",pop,bts
"00:00 (Zero O’Clock)",pop,"vocal line"
"0X1=LOVESONG (I Know I Love You) feat. Seori",pop,txt
"0X1=LOVESONG (I Know I Love You) feat. Seori",pop,soty
1-800-hot-n-fun,pop,"sakura da beatriz"
1-800-hot-n-fun,pop,"1 800 hot n fun hear my ringtone every time 1 800 hot n fun thats my number hit my line"
1-800-hot-n-fun,pop,english
10:35,pop,House
10:35,pop,House
10:35,pop,dance
10:35,pop,"electro house"
10:35,pop,"electro house"
10:35,pop,EDM
10:35,pop,dance
10:35,pop,EDM
10:35,pop,"tech house"
10:35,pop,"tech house"
10:36,indie,rock
10:36,indie,"alternative rock"
10:36,indie,Grunge
"22 (Taylor's Version)",pop,dance
"22 (Taylor's Version)",pop,Disco
"22 (Taylor's Version)",pop,rock
360,pop,"bubblegum bass"
360,pop,"bubblegum bass"
365,pop,"electro house"
365,pop,"acid techno"
365,pop,"bubblegum bass"
"365 featuring shygirl",indie,"hard techno"
"365 featuring shygirl",indie,hyperpop
"365 featuring shygirl",indie,"hard techno"
"365 featuring shygirl",indie,"industrial hip hop"
"365 featuring shygirl",indie,"Belgian Techno"
"365 featuring shygirl",indie,"Belgian Techno"
"365 featuring shygirl",indie,"acid techno"
"365 featuring shygirl",indie,"acid techno"
"365 featuring shygirl",indie,hyperpop
"365 featuring shygirl",indie,"industrial hip hop"
3am,pop,kau
3am,pop,"female vocalists"
3am,pop,acheimagra
3am,pop,sad
"3D (feat. Jack Harlow)",pop,timberlake
"3D (feat. Jack Harlow)",pop,timberlake
"3D (feat. Jack Harlow)",pop,timberlake
"3D (feat. Jack Harlow)",pop,jungkook
"3D (feat. Jack Harlow)",pop,english
"3D (feat. Jack Harlow)",pop,rnb
"3D (feat. Jack Harlow)",pop,rnb
"3D (feat. Jack Harlow)",pop,rnb
"3D (feat. Jack Harlow)",pop,english
"3D (feat. Jack Harlow)",pop,jungkook
"3D (feat. Jack Harlow)",pop,jungkook
"3D (feat. Jack Harlow)",pop,english
"4 Morant (Better Luck Next Time)",indie,"pop rap"
"4 Morant (Better Luck Next Time)",indie,chillsynth
"4 Morant (Better Luck Next Time)",indie,"cloud rap"
"4 Morant (Better Luck Next Time)",indie,"experimental hip-hop"
"4 Morant (Better Luck Next Time)",indie,synthwave
4ÆM,pop,"Drum and bass"
4ÆM,pop,"dancefloor drum and bass"
4K,latin,chickencore
4K,latin,dembow
911,latin,"Lady Gaga"
911,pop,"Lady Gaga"
911,latin,electropop
911,latin,electropop
911,latin,pop
911,latin,dance-pop
911,latin,pop
911,latin,dance-pop
911,latin,"Lady Gaga"
"A Bar Song (Tipsy)",pop,"country rap"
"A Bar Song (Tipsy)",pop,country
"A Bar Song (Tipsy)",pop,"country rap"
"A Bar Song (Tipsy)",pop,country
"A Bar Song (Tipsy)",pop,american
"A Bar Song (Tipsy)",pop,"my top songs"
"A Bar Song (Tipsy)",pop,"my top songs"
"A Bar Song (Tipsy)",pop,american
"A Dream With a Baseball Player",indie,jazz
"A Dream With a Baseball Player",indie,Alt-country
"A Dream With a Baseball Player",indie,"soft rock"
"A Dream With a Baseball Player",indie,"WSUM 91.7 FM Madison"
"A Night To Remember",indie,"Bossa Nova"
"A Night To Remember",indie,jazz
"A Night To Remember",indie,"jazz pop"
"A Night To Remember",indie,"jazzy love song"
"A Sad Cartoon",indie,metalcore
"A Sad Cartoon",indie,everything
"A Sad Cartoon",indie,"alternative metal"
"A Sad Cartoon",indie,metalgaze
"A Sad Cartoon",indie,shoegaze
ABCD,pop,soty
ABCD,pop,twice
ABCD,pop,Korean
"Add Up My Love",indie,"bedroom pop"
"Add Up My Love",indie,"Lilies for Lily"
"Add Up My Love",indie,"WSUM 91.7 FM Madison"
"Add Up My Love",indie,"soft rock"
"After LIKE",pop,"WSUM 91.7 FM Madison"
"After LIKE",pop,Disco
"After Midnight",pop,nu-disco
"After Midnight",pop,nu-disco
"Aishite Aishite Aishite",pop,Contemporary
"Aishite Aishite Aishite",pop,ado
Alcohol-Free,pop,"Bossa Nova"
Alcohol-Free,pop,tropical
Alcohol-Free,pop,summer
Alesis,indie,"WSUM 91.7 FM Madison"
Alesis,indie,"hear me out"
Alesis,indie,"my top songs"
Alesis,indie,Neo-Psychedelia
"Alibi (with Pabllo Vittar & Yseult)",latin,electronic
"Alibi (with Pabllo Vittar & Yseult)",latin,funk
"Alibi (with Pabllo Vittar & Yseult)",latin,neoperreo
"Alibi (with Pabllo Vittar & Yseult)",latin,rap
"All I Ever Asked",indie,"bedroom pop"
"All I Ever Asked",indie,"bedroom pop"
"All I Ever Asked",indie,synthpop
"All I Ever Asked",indie,Sophisti-Pop
"All I Ever Asked",indie,Sophisti-Pop
"All I Ever Asked",indie,synthpop
"All I Really Want Is You",indie,soft
"All I Really Want Is You",indie,aesthetic
"All I Really Want Is You",indie,"dream pop"
"All I Really Want Is You",indie,crushing
"all I want is you",indie,"emo rap"
"all I want is you",indie,BPD
"all I want is you",indie,hyperpop
"all I want is you",indie,pop
"all I want is you",indie,euro-trance
"All My Friends Know",indie,jungle
"All My Friends Know",indie,dance
"All My Friends Know",indie,afrobeats
"All My Friends Know",indie,"alternative rnb"
"All My Friends Know",indie,pop
"All They Wanted",indie,c86
"All They Wanted",indie,rock
"All They Wanted",indie,shoegaze
"All We Ever Do Is Talk",indie,"The Meltdown"
"All We Ever Do Is Talk",indie,"WSUM 91.7 FM Madison"
"all-american bitch",pop,"alternative rock"
Alone,pop,"it boy"
Alone,hip-hop,"it boy"
Alone,hip-hop,"homosexual emotions"
Alone,pop,"homosexual emotions"
Alone,hip-hop,"this song is for inna"
Alone,pop,"this song is for inna"
Alone,hip-hop,"sad gay music"
Alone,pop,"sad gay music"
"Already Over",pop,country
"Already Over",pop,"my top songs"
"Already Over",pop,"female vocalist"
"AMERICA HAS A PROBLEM",pop,"miami bass"
"AMERICA HAS A PROBLEM",pop,electronic
"AMERICA HAS A PROBLEM",pop,House
"AMERICA HAS A PROBLEM",pop,dance
Amoeba,indie,pop
Amoeba,indie,rock
Amoeba,indie,"WSUM 91.7 FM Madison"
Amoeba,indie,"soft rock"
Amor,latin,"cumbia norteña"
Amor,hip-hop,"cumbia norteña"
"Amour plastique",indie,pop
"Amour plastique",indie,"Cledi s wine cellar"
"Amour plastique",indie,synthpop
"Amour plastique",indie,"The Global Hour Summer Groves"
"Amour plastique",indie,"WSUM 91.7 FM Madison"
Amygdala,indie,hyperpop
Amygdala,indie,"drain gang"
Amygdala,indie,"hip hop"
Amygdala,indie,punk
Amygdala,indie,"cloud rap"
"Ancient Dreams in a Modern Land",pop,indie
"Ancient Dreams in a Modern Land",pop,"glam rock"
Andrea,latin,afrobeat
Andrea,latin,experimental
"Another life (feat. Rema)",indie,dance-pop
"Another life (feat. Rema)",indie,breakbeat
"Another life (feat. Rema)",indie,alt-pop
"Another life (feat. Rema)",indie,"Drum and bass"
"Another life (feat. Rema)",indie,"Drum n Bass"
anthems,indie,"bubblegum bass"
anthems,indie,electropop
anthems,indie,hyperpop
anthems,indie,"pop rap"
anthems,indie,wonky
ANTIFRAGILE,pop,Korean
ANTIFRAGILE,pop,Korean
ANTIFRAGILE,pop,neoperreo
ANTIFRAGILE,pop,Reggaeton
ANTIFRAGILE,pop,neoperreo
ANTIFRAGILE,pop,Reggaeton
anything,indie,folk
anything,indie,folk
anything,indie,"I love Olivia soooooo much"
anything,indie,"I love Olivia soooooo much"
anything,indie,singer-songwriter
anything,indie,singer-songwriter
Apple,pop,synthwave
APT.,pop,rock
APT.,pop,rock
APT.,pop,peter
APT.,pop,peter
Armageddon,pop,mofiselle
Armageddon,pop,nah
Armageddon,pop,"julia mofada"
Armageddon,pop,soty
Arson,pop,Grunge
Arson,pop,"hip hop"
Arson,pop,Horrorcore
Arson,pop,"90s hip-hop"
Arson,pop,Hip-Hop
"Art House",indie,alternative
"Art House",indie,"alternative rnb"
ASAP,pop,rnb
ASAP,pop,"jersey club"
ASAP,pop,perfect
ASAP,pop,"future garage"
ASAP,pop,"love at first listen"
ASAP,pop,"love at first listen"
ASAP,pop,"future garage"
ASAP,pop,k-rnb
ASAP,pop,"jersey club"
ASAP,pop,rnb
ASAP,pop,k-rnb
ASAP,pop,perfect
ASAP,pop,STAYC
ASAP,pop,STAYC
"At The Door",indie,synthpop
"At The Door",indie,rock
"At The Door",indie,"minimal wave"
"At The Door",indie,"art pop"
Attention,pop,"contemporary rnb"
Attention,pop,Korean
Attention,pop,"One time flamengo"
"Attracted to You",indie,pop
"Attracted to You",indie,"pop rock"
"Attracted to You",indie,short
"Attracted to You",indie,rock
"Ay No Puedo",indie,Sophisti-Pop
"Ay No Puedo",indie,amor
"Ay No Puedo",indie,"dream pop"
"Ay No Puedo",indie,"bedroom pop"
B2b,pop,"acid house"
B2b,pop,"new beat"
"BABY SAID",pop,"alt rock"
"BABY SAID",pop,alternative
"BABY SAID",pop,"alternative rock"
"BABY SAID",pop,rock
"Back Door",pop,"WSUM 91.7 FM Madison"
"Back Door",pop,"Ya ever look up the lyrics"
"Back Door",pop,"K bops"
Backlight,pop,"one piece"
Backlight,pop,J-rock
Backlight,pop,"anime ost"
Backlight,pop,rock
Backslide,indie,trip-hop
Backslide,indie,"boom bap"
Backslide,indie,"pop rap"
Backslide,indie,alternative
Backslide,indie,"alternative rock"
"Backyard Boy",indie,pop
"Backyard Boy",indie,pop
"Backyard Boy",indie,solo
"Backyard Boy",indie,solo
"Backyard Boy",indie,singer-songwriter
"Backyard Boy",indie,singer-songwriter
"Bad Decisions",hip-hop,rock
"Bad Decisions",indie,rock
"Bad Decisions",indie,"alternative rock"
"Bad Decisions",hip-hop,"jangle pop"
"Bad Decisions",indie,"jangle pop"
"Bad Decisions",hip-hop,"indie rock"
"Bad Decisions",hip-hop,"alternative rock"
"Bad Decisions (with BTS & Snoop Dogg)",pop,bts
"Bad Decisions (with BTS & Snoop Dogg)",pop,Korean
"Bad Dream",indie,"jaq claims"
"Bad Dream",indie,"jaq claims"
"Bad Dream",indie,"WSUM 91.7 FM Madison"
"Bad Dream",indie,"rock and roll over"
"Bad Dream",indie,"rock and roll over"
"Bad Dream",indie,"WSUM 91.7 FM Madison"
"bad idea right?",pop,rock
"bad idea right?",pop,"garage rock revival"
"bad idea right?",pop,"indie rock"
Baddie,pop,rnb
"Bags - Recorded At Electric Lady Studios",indie,"dream pop"
"Bags - Recorded At Electric Lady Studios",indie,"kitchen sink"
"Bags - Recorded At Electric Lady Studios",indie,"WSUM 91.7 FM Madison"
"ballad of a homeschooled girl",pop,rock
"ballad of a homeschooled girl",pop,"garage rock revival"
"ballad of a homeschooled girl",pop,"indie rock"
Bambi,indie,Kpop
Bambi,pop,mpb
Bambi,pop,rnb
Bambi,pop,folk
Bambi,indie,folk
Bambi,pop,"real music"
Bambi,indie,"real music"
Bambi,pop,"female vocalists"
Bambi,indie,"female vocalists"
Bambi,indie,rnb
Bambi,indie,mpb
Bambi,pop,"WSUM 91 7FM Madison 3 13 25 6 02 AM"
Bambi,indie,"soft rock"
Bambi,indie,"WSUM 91 7FM Madison 3 13 25 6 02 AM"
Bambi,indie,sex
Bambi,pop,sex
Bambi,pop,"soft rock"
Bambi,pop,"WSUM 91.7 FM Madison"
Bambi,indie,"WSUM 91.7 FM Madison"
"BATTER UP",pop,bop
"BATTER UP",pop,Korean
"BATTER UP",pop,fire
"Be Mine",pop,"I LOVE YOU JIMIN"
"Be Mine",pop,"I LOVE YOU JIMIN"
"Be Mine",indie,"I LOVE YOU JIMIN"
"Be Mine",pop,innacore
"Be Mine",indie,k-pop
"Be Mine",pop,"I LOVE YOU JIMIN"
"Be Mine",indie,mlm
"Be Mine",pop,mlm
"Be Mine",pop,mlm
"Be Mine",indie,innacore
"Be Mine",pop,innacore
"Be Mine",pop,mlm
"Be Mine",pop,innacore
"Be Mine",pop,soty
"Be Mine",pop,soty
"Be Mine",pop,soty
"Be Mine",indie,soty
Beaches,indie,rock
Beaches,indie,"alternative rock"
"Beautiful Stranger",pop,"chamber folk"
"Beautiful Stranger",pop,jazz
"Beautiful Stranger",pop,singer-songwriter
"because i liked a boy",pop,"contemporary rnb"
"because i liked a boy",pop,break-up
"because i liked a boy",pop,Ballad
"Bed Chem",pop,funk
"Bed Chem",pop,dance
"Bed Chem",pop,"female vocalist"
"Been Like This",pop,powerful
"Been Like This",pop,"alternative rnb"
"Been Like This",pop,"indie rock"
"Been Like This",pop,"alternative rnb"
"Been Like This",pop,"indie rock"
"Been Like This",pop,powerful
"Been Like This",pop,rnb
"Been Like This",pop,rnb
Bejeweled,pop,"female vocalists"
BELLAKEO,latin,"global hit"
BELLAKEO,latin,Reggaeton
BELLAKEO,latin,"Reggaeton mexicano"
BELLAKEO,latin,Anitta
BESO,latin,Reggaeton
BESO,latin,spanish
"bet u wanna",pop,rnb
"bet u wanna",pop,"female vocalist"
"bet u wanna",pop,"contemporary rnb"
Better,indie,"goated with the sauce"
Better,indie,whigga
"Better in the Dark",indie,"trip hop"
"Better in the Dark",indie,"kira core"
"Better in the Dark",indie,"dream pop"
"Better in the Dark",indie,"bedroom pop"
Bewitched,pop,brunicore
Bewitched,pop,"jazz fusion"
Bewitched,pop,loustat
"BIBI Vengeance",pop,"bad bitch"
"BIBI Vengeance",pop,neoperreo
"BIBI Vengeance",pop,Reggaeton
"BIBI Vengeance",pop,"watch me sing"
"BIBI Vengeance",pop,"wonderful music"
Bills,pop,"sunghoon uri"
Bills,pop,"this should be title track"
Bills,pop,Recommended
Bills,pop,"Jake do uri"
Bills,pop,"Jakehoon do uri"
"Bite Me",pop,refreshing
"Bite Me",pop,Korean
"Bite Me",pop,Korean
"Bite Me",pop,refreshing
"Bite Me",pop,Hip-Hop
"Bite Me",pop,Hip-Hop
"Bitter Sweet Symphony - Remastered 2016",indie,Neo-Psychedelia
"Bitter Sweet Symphony - Remastered 2016",indie,"chamber pop"
"Bitter Sweet Symphony - Remastered 2016",indie,post-Britpop
"Bitter Sweet Symphony - Remastered 2016",indie,britpop
"Bitter Sweet Symphony - Remastered 2016",indie,"Symphonic Rock"
BIZCOCHITO,latin,Champeta
BIZCOCHITO,latin,Reggaeton
BIZCOCHITO,latin,chiptune
BIZCOCHITO,latin,dembow
BIZCOCHITO,latin,neoperreo
"Black Mamba",pop,electronic
"Black Mamba",pop,electronic
"Black Swan",pop,"emo hip hop"
"Black Swan",pop,bts
"Black Swan",pop,twice
"Blank Space (Taylor's Version)",pop,"taylor swift"
Blessed-Cursed,pop,luanco
Blessed-Cursed,pop,Korean
"Blood Sweat & Tears",pop,Korean
"Blood Sweat & Tears",pop,bts
Blouse,indie,"chamber folk"
Blouse,indie,folk
Blouse,indie,"WSUM 91.7 FM Madison"
Blue,indie,"WSUM 91.7 FM Madison"
Blue,indie,blue
Blue,indie,"In The Loop with DJ Raz"
Blue,indie,dance
"Blue & Grey",pop,bts
"Blue & Grey",pop,bangtan
"Blue & Grey",pop,dance
"Blue Flame",pop,funktronica
"Blue Hour",pop,Disco
"Blue Hour",indie,pop
"Blue Hour",indie,Disco
"Blue Hour",indie,dance
"Blue Hour",pop,dance
"Blue Hour",indie,k-pop
Blur,indie,alt-pop
Blur,indie,"bedroom pop"
Blur,indie,"trip hop"
Blur,indie,Sophisti-Pop
BODY,pop,Korean
BODY,pop,rap
BODY,pop,"MINHAS músicas"
Borderline,indie,"psychedelic pop"
Borderline,indie,"psychedelic pop"
Borderline,indie,metal
Borderline,indie,"psychedelic pop"
Borderline,indie,psychedelic
Borderline,indie,psychedelic
Borderline,indie,psychedelic
Borderline,indie,metal
Borderline,indie,metal
Borderline,indie,synthpop
Borderline,indie,synthpop
Borderline,indie,rock
Borderline,indie,rock
Borderline,indie,synthpop
Borderline,indie,rock
Bored,pop,"singer songwriter"
Bored,pop,"atlas speaks"
"BOUNCY (K-HOT CHILLI PEPPERS)",pop,"Hong Joong ate"
"BOUNCY (K-HOT CHILLI PEPPERS)",pop,"Hong Joong is fire breathing"
"BOUNCY (K-HOT CHILLI PEPPERS)",pop,soty
"BOUNCY (K-HOT CHILLI PEPPERS)",pop,"Slow it down make it bouncy"
"Boy With Luv (Feat. Halsey)",pop,bts
"Boy With Luv (Feat. Halsey)",pop,bots
"Boy With Luv (Feat. Halsey)",pop,bots
"Boy With Luv (Feat. Halsey)",pop,bts
"Boy's a Liar",pop,breakbeat
"Boy's a Liar",pop,electronic
"Boy's a liar Pt. 2",pop,"hip hop"
"Boy's a liar Pt. 2",pop,"hip hop"
"Boy's a liar Pt. 2",pop,"jersey club"
"Boy's a liar Pt. 2",pop,rap
"Boy's a liar Pt. 2",pop,rap
"Boy's a liar Pt. 2",pop,"jersey club"
"BREAK A NECK (w/ Ayesha Erotica)",indie,"only good because ayesha is in it"
"BREAK A NECK (w/ Ayesha Erotica)",indie,Odetari
"Break It Off",indie,"Drum and bass"
"Break It Off",indie,breakcore
"Break It Off",indie,electronic
"Break It Off",indie,regret
"Break It Off - Bonus",indie,jungle
"Break It Off - Bonus",indie,alt-pop
"Break It Off - Bonus",indie,"atmospheric drum and bass"
"Break It Off - Bonus",indie,pop
"Break It Off - Bonus",indie,breakcore
"Break My Heart",pop,dance
"Break My Heart",pop,nu-disco
"Break My Heart",pop,Disco
"Break My Heart",pop,dance
"Break My Heart",pop,Disco
"Break My Heart",pop,Disco
"Break My Heart",pop,nu-disco
"Break My Heart",pop,Disco
"Break My Heart",pop,nu-disco
"Break My Heart",pop,nu-disco
"Break My Heart",pop,dance
"Break My Heart",pop,dance
"BREAK MY SOUL",pop,House
"BREAK MY SOUL",pop,dance
Broadview,indie,"alternative country"
Broadview,indie,Alt-country
Broadview,indie,slowcore
"Brooklyn Bridge To Chorus",indie,synthpop
"Brooklyn Bridge To Chorus",indie,"Post-punk revival"
"Brooklyn Bridge To Chorus",indie,"new wave"
"Brought The Heat Back",pop,Korean
"Brought The Heat Back",pop,"boy group"
"Brought The Heat Back",pop,enhypen
brutal,pop,"alternative rock"
brutal,pop,rock
"Bubble Gum",pop,rnb
"Bubble Gum",pop,Korean
"Bug Like an Angel",indie,gospel
"Bug Like an Angel",indie,folk
"Bug Like an Angel",indie,singer-songwriter
"Bug Like an Angel",indie,summer
"Burn It (feat. MAX)",pop,"hip hop"
"But Daddy I Love Him",pop,"best of 2024"
"But Daddy I Love Him",pop,"Colleen Hoover"
"But Daddy I Love Him",pop,soty
"But Not Kiss",indie,"WSUM 91.7 FM Madison"
"But Not Kiss",indie,"Kitchen Confidential with Butterknife"
"But Not Kiss",indie,Love
"But Not Kiss",indie,"chamber pop"
Butter,pop,butter
Butter,pop,butter
Butter,pop,bts
Butter,pop,bts
Butter,pop,soty
Butter,pop,soty
bye,pop,"best of 2024"
bye,pop,AOTY
bye,pop,"love at first listen"
"C’est La Vie (with bbno$ & Rich Brian)",pop,badass
"C’est La Vie (with bbno$ & Rich Brian)",pop,fun
"C’est La Vie (with bbno$ & Rich Brian)",pop,rap
"C’est La Vie (with bbno$ & Rich Brian)",pop,"hip hop"
"C’est La Vie (with bbno$ & Rich Brian)",pop,"the movie begins"
California,latin,California
California,latin,"power pop"
California,indie,"power pop"
California,latin,"indie rock"
California,indie,"faixas 2024"
California,indie,"faixas 2024"
California,latin,"pop rock"
California,latin,"faixas 2024"
California,indie,"power pop"
California,indie,"pop rock"
California,indie,California
California,indie,"pop rock"
California,indie,California
Callaita,latin,Hip-Hop
Callaita,latin,Reggaeton
Callaita,latin,post-rock
Callaita,latin,"Kanye West"
Callaita,latin,instrumental
"Calling After Me",indie,"WSUM 91.7 FM Madison"
"Calling After Me",indie,"WSUM 91.7 FM Madison"
"Calling After Me",indie,"Something Your Dad Might Like"
"Calling After Me",indie,"Something Your Dad Might Like"
"Calling U Back",indie,rnb
"Calling U Back",indie,electropop
"Calling U Back",indie,pop
"Calling U Back",indie,bop
"can't slow down",indie,"pop rock"
"can't slow down",indie,"The Morning Show"
"can't slow down",indie,"rock and roll over"
"can't slow down",indie,rock
"can't slow down",indie,"WSUM 91.7 FM Madison"
"Can't Tame Her",pop,swedish
"Can't Tame Her",pop,swedish
"Can't Tame Her",pop,Sverige
"Can't Tame Her",pop,Sverige
"Can't Tame Her",pop,2020s
"Can't Tame Her",pop,2020s
CANDY,latin,beautiful
CANDY,latin,bop
CANDY,latin,"female vocalists"
CANDY,latin,Slay
CANDY,latin,sad
"cannot get over you",indie,cover
"cannot get over you",indie,"alternative rock"
"Capable of love",indie,"atmospheric drum and bass"
"Capable of love",indie,breakbeat
"Capable of love",indie,"alternative dance"
"Capable of love",indie,"dream pop"
"Capable of love",indie,alt-pop
"capaz (merengueton)",latin,Reggaeton
"capaz (merengueton)",latin,merengueton
"Care For You",indie,California
"Care For You",indie,"Bossa Nova"
"Care For You",indie,Olivia
"Care For You",indie,"los angeles"
"Care For You",indie,Love
Caroline,hip-hop,"future bass"
Caroline,hip-hop,"pop rap"
Caroline,hip-hop,american
Caroline,hip-hop,american
Caroline,hip-hop,"pop rap"
Caroline,hip-hop,american
Caroline,hip-hop,american
Caroline,hip-hop,"future bass"
Caroline,hip-hop,"pop rap"
Caroline,hip-hop,"future bass"
Caroline,hip-hop,"future bass"
Caroline,hip-hop,"pop rap"
Caroline,hip-hop,trap
Caroline,hip-hop,trap
Caroline,hip-hop,trap
Caroline,hip-hop,trap
"CASE 143",pop,"stray kids"
"CASE 143",pop,Korean
"CASE 143",pop,"insane clown posse"
"CASE 143",pop,"Kasey Chambers"
"CASE 143",pop,p1harmony
Casual,pop,Ballad
Casual,pop,"soft rock"
Casual,pop,singer-songwriter
"cats in the cold",indie,singer-songwriter
"cats in the cold",indie,slowcore
"cats in the cold",indie,beautiful
"cats in the cold",indie,"psychedelic folk"
Chaconne,pop,Korean
Chaconne,pop,DARKBLOOD
Chaconne,pop,"julia mofada"
Chaconne,pop,"sunwon da julia"
Chandelier,indie,"freak folk"
Chandelier,indie,folktronica
Charmer,pop,Korean
Charmer,pop,funk
"Chasing That Feeling",pop,"i FUCKING love that music"
"Chasing That Feeling",pop,synthwave
"Cherish (My Love)",pop,soty
"Cherish (My Love)",pop,soty
"Cherish (My Love)",pop,Disco
"Cherish (My Love)",pop,Disco
"Cherry Flavoured",indie,nanaetoiles
"Chk Chk Boom",pop,Reggaeton
"Chk Chk Boom",pop,Paboscore
"Chk Chk Boom",pop,Korean
Choker,pop,"hip hop"
Choker,pop,"indie rock"
Choker,pop,rock
"CLASSY 101",latin,spanish
"CLASSY 101",latin,spanish
"CLASSY 101",latin,Reggaeton
"CLASSY 101",latin,Reggaeton
"CLASSY 101",latin,Perreo
"CLASSY 101",latin,Perreo
claws,indie,"bubblegum bass"
claws,indie,electropop
claws,indie,hyperpop
claws,indie,pop
claws,indie,"pop rap"
"Clint Eastwood",hip-hop,gorillaz
"Clint Eastwood",hip-hop,electronic
"Clint Eastwood",hip-hop,alternative
"Clint Eastwood",hip-hop,alternative
"Clint Eastwood",hip-hop,electronic
"Clint Eastwood",hip-hop,gorillaz
"Clint Eastwood",hip-hop,gorillaz
"Clint Eastwood",hip-hop,alternative
"Clint Eastwood",hip-hop,electronic
"Clint Eastwood",hip-hop,rock
"Clint Eastwood",hip-hop,rock
"Clint Eastwood",hip-hop,rock
"Close To You",indie,synthpop
"Close To You",indie,synthpop
"Close To You",indie,"female vocalist"
"Close To You",pop,"my top songs"
"Close To You",indie,"my top songs"
"Close To You",pop,groovy
"Close To You",pop,"female vocalist"
"Close To You",pop,"my top songs"
"Close To You",pop,indie
"Close To You",indie,groovy
"Close To You",pop,"female vocalist"
"Close To You",indie,"my top songs"
"Close To You",indie,groovy
"Close To You",pop,groovy
"Close To You",indie,"female vocalist"
"Close To You",pop,indie
"Closer Than This",pop,Love
"Closer Than This",pop,gift
"Closer Than This",pop,gift
"Closer Than This",pop,Love
"Closer Than This",pop,"this song is for inna"
"Closer Than This",pop,"thank you jimin"
"Closer Than This",pop,"thank you jimin"
"Closer Than This",pop,"this song is for inna"
"Closer to You (feat. Major Lazer)",pop,"this song is for evie"
"Closer to You (feat. Major Lazer)",pop,"this song is for biel"
"Closer to You (feat. Major Lazer)",pop,amazing
"Closer to You (feat. Major Lazer)",pop,"kiseouls song"
"Cloud 9",indie,"power pop"
"Cloud 9",indie,"pick n mix"
"Cloud 9",indie,"WSUM 91.7 FM Madison"
"Club classics featuring bb trickz",indie,"bubblegum bass"
"Club classics featuring bb trickz",indie,"pop rap"
"Club classics featuring bb trickz",indie,"french electro"
"Club classics featuring bb trickz",indie,mashup
"Club classics featuring bb trickz",indie,bassline
Coincidence,pop,folk
Coincidence,pop,cuntry
Coincidence,pop,country
"Cold Heart - PNAU Remix",pop,"elton john"
"Cold Heart - PNAU Remix",pop,Disco
"Cold Heart - PNAU Remix",pop,Disco
"Cold Heart - PNAU Remix",pop,dance
"Cold Heart - PNAU Remix",pop,"dua lipa"
"Cold Heart - PNAU Remix",pop,"dua lipa"
"Cold Heart - PNAU Remix",pop,"elton john"
"Cold Heart - PNAU Remix",pop,dance
COLMILLO,latin,Reggaeton
COLMILLO,latin,G-house
COLMILLO,latin,neoperreo
COLMILLO,latin,"hip house"
COLMILLO,latin,"tech house"
Cologne,indie,rock
Cologne,indie,"bedroom pop"
Cologne,indie,emo
Cologne,indie,"dream pop"
"Come back to me",pop,bts
"Come back to me",pop,alternative
"Come back to me",pop,Neo-Soul
"Come Get Her",hip-hop,"my top songs"
"Come Get Her",hip-hop,boss
"Come Get Her",hip-hop,party
"Come Play (from the series Arcane League of Legends)",pop,ost
"Come Play (from the series Arcane League of Legends)",pop,electrorock
"Come Play (from the series Arcane League of Legends)",pop,rap
"Come Play (from the series Arcane League of Legends)",pop,"tom morello"
"Comfort Crowd",indie,pop
"Comfort Crowd",indie,cry
"Comfort Crowd",indie,"male vocalists"
"Coming Home",indie,"chamber pop"
"Coming Home",indie,alternative
"Coming Home",indie,folk
"Coming Home",indie,alternative
"Coming Home",indie,folk
"Coming Home",indie,"chamber pop"
"Coming Home",indie,singer-songwriter
"Coming Home",indie,singer-songwriter
"Coming Home",indie,waltz
"Coming Home",indie,waltz
Control,pop,"spoken word"
Control,pop,"spoken word"
Control,pop,"spoken word"
Control,pop,"cloud rap"
Control,pop,rap
Control,pop,rap
Control,pop,rap
Control,pop,christmas
Control,pop,christmas
Control,pop,christmas
Control,pop,"cloud rap"
Control,pop,"cloud rap"
Cookie,pop,footwork
Cookie,pop,rnb
"Cool With You",pop,Korean
"Cool With You",pop,"UK Garage"
CRAZY,pop,"LE SSERAFIM"
CRAZY,pop,House
CRAZY,pop,"LE SSERAFIM"
CRAZY,pop,House
"Crazy Form",pop,Nicolee
"Crazy Form",pop,mimi
"Crazy Form",pop,"boy group"
"Crazy Form",pop,funk
"CRIMINAL LOVE",pop,Korean
"CRIMINAL LOVE",pop,enhypen
"CRIMINAL LOVE",pop,"Vampire Anthem"
crush,indie,hyperpop
crush,indie,2hollis
"CRY FOR ME",pop,breakbeat
"CRY FOR ME",pop,breaks
"CRY FOR ME",pop,"2-step garage"
"CUFF IT",pop,nu-disco
